CRN,Subj,Crse,Sec,Type,Title,Days,Time,Instructor,Location
1864,CMRK,325,781,Lecture,Global Marketing.,R,06:05 pm-08:55 pm,TBA,LEA 15
1865,CMS2,500,771,Lecture,Mathematics for Management.,W,06:05 pm-08:55 pm,Vahid   Kamali,SH680 1085
6878,CMS2,621,771,Lecture,Applied Management Statistics.,W,06:05 pm-08:55 pm,Djivede Armel  Kelome,ENGTR 2110
7212,CMS2,627,754,Lecture,Business Intelligence and Analytics.,M,06:05 pm-08:55 pm,Hugue   Blier,SH680 365
1873,CMSC,000,701,Lecture,Foundations of Mathematics.,F,06:05 pm-08:55 pm,Paul Robert  Chouha,ARTS W-120
1874,CMSC,000,781,Lecture,Foundations of Mathematics.,R,06:05 pm-08:55 pm,Paul Robert  Chouha,WONG 1020
1875,CMSC,101,701,Lecture,Mathematical Tools for Management Professionals.,F,06:05 pm-08:55 pm,Brahim   Abdenbi,ARTS 260
1876,CMSC,310,751,Lecture,Managerial Economics and Analysis.,M,06:05 pm-08:55 pm,K   Sheikholeslami Salmasi,SH680 491
1880,COMP,189,001,Lecture,Computers and Society.,MWF,10:35 am-11:25 am,Derek   Ruths,ENGTR 0100
1881,COMP,202,001,Lecture,Foundations of Programming.,TR,10:05 am-11:25 am,Faten   M'hiri,SADB M-1
1882,COMP,202,002,Lecture,Foundations of Programming.,TR,02:35 pm-03:55 pm,Faten   M'hiri,LEA 219
1883,COMP,202,003,Optional Tutorial,Foundations of Programming.,T,02:35 pm-03:55 pm,TBA,ENGTR 0060
1884,COMP,202,004,Optional Tutorial,Foundations of Programming.,W,01:05 pm-02:25 pm,TBA,ENGTR 0060
1885,COMP,204,001,Lecture,Computer Programming for Life Sciences.,MWF,10:35 am-11:25 am,David Camilo  Becerra,LEA 26
1886,COMP,206,001,Lecture,Introduction to Software Systems.,MW,02:35 pm-03:55 pm,"Joseph P   Vybihal , Jacob Thomas  Errington",LEA 132
1887,COMP,206,002,Optional Tutorial,Introduction to Software Systems.,F,01:35 pm-02:25 pm,TBA,ENGTR 1080
1888,COMP,206,003,Optional Tutorial,Introduction to Software Systems.,M,04:35 pm-05:25 pm,TBA,ENGTR 1080
1889,COMP,206,004,Optional Tutorial,Introduction to Software Systems.,M,10:35 am-11:25 am,TBA,ENGTR 1090
1890,COMP,206,005,Optional Tutorial,Introduction to Software Systems.,F,04:35 pm-05:25 pm,TBA,RPHYS 114
1891,COMP,206,006,Optional Tutorial,Introduction to Software Systems.,W,10:35 am-11:25 am,TBA,ENGTR 1090
1892,COMP,206,007,Optional Tutorial,Introduction to Software Systems.,M,10:35 am-11:25 am,TBA,ENGTR 1080
1893,COMP,208,001,Lecture,Computer Programming for Physical Sciences and Engineering.,TR,02:35 pm-03:55 pm,TBA,ENGMC 13
1894,COMP,208,002,Lecture,Computer Programming for Physical Sciences and Engineering.,WF,02:35 pm-03:55 pm,TBA,MAASS 10
1895,COMP,208,003,Optional Tutorial,Computer Programming for Physical Sciences and Engineering.,F,04:35 pm-05:25 pm,TBA,ENGTR 0060
1896,COMP,208,004,Optional Tutorial,Computer Programming for Physical Sciences and Engineering.,T,04:35 pm-05:25 pm,TBA,ENGTR 0060
1897,COMP,208,005,Optional Tutorial,Computer Programming for Physical Sciences and Engineering.,T,11:35 am-12:25 pm,TBA,ENGTR 0060
1898,COMP,250,001,Lecture,Introduction to Computer Science.,TR,02:35 pm-03:55 pm,Giulia   Alberini,LEA 132
1899,COMP,251,001,Lecture,Algorithms and Data Structures.,TR,10:05 am-11:25 am,David Camilo  Becerra,MCMED 522
1900,COMP,252,001,Lecture,Honours Algorithms and Data Structures.,TR,01:05 pm-02:25 pm,Luc P   Devroye,STBIO N2/2
1901,COMP,273,001,Lecture,Introduction to Computer Systems.,TR,04:05 pm-05:25 pm,Joseph P   Vybihal,ADAMS AUD
1902,COMP,302,001,Lecture,Programming Languages and Paradigms.,MW,10:05 am-11:25 am,Jacob Thomas  Errington,MCMED 522
1903,COMP,303,001,Lecture,Software Design.,TR,02:35 pm-03:55 pm,Jin   Guo,SADB M-1
1904,COMP,308,001,Laboratory,Computer Systems Lab.,M,04:35 pm-05:25 pm,Joseph P   Vybihal,ENGMD 280
1905,COMP,310,001,Lecture,Operating Systems.,MW,02:35 pm-03:55 pm,Oana   Balmau,ADAMS AUD
1906,COMP,322,001,Lecture,Introduction to C++.,F,03:05 pm-03:55 pm,TBA,LEA 219
1907,COMP,330,001,Lecture,Theory of Computation.,MW,02:35 pm-03:55 pm,Claude   Crepeau,ENGMC 204
1908,COMP,345,001,Lecture,From Natural Language to Data Science.,TR,10:05 am-11:25 am,Siva Reddy Sivakumar Reddy  Goli,ENGMC 13
1909,COMP,360,001,Lecture,Algorithm Design.,MW,01:05 pm-02:25 pm,Hamed   Hatami,MAASS 112
5014,COMP,361D2,001,Lecture,Software Engineering Project.,TR,02:35 pm-03:55 pm,TBA,TBA
1910,COMP,362,001,Lecture,Honours Algorithm Design.,TR,10:05 am-11:25 am,Hamed   Hatami,ENGTR 1100
1914,COMP,409,001,Lecture,Concurrent Programming.,TR,01:05 pm-02:25 pm,Clark   Verbrugge,STBIO S1/3
1915,COMP,421,001,Lecture,Database Systems.,TR,11:35 am-12:55 pm,"Bettina   Kemme , Mona   ElSaadawy",MCMED 522
6903,COMP,511,001,Lecture,Network Science.,MW,01:05 pm-02:25 pm,Reihaneh   Rabbany,ENGTR 2110
1918,COMP,520,001,Lecture,Compiler Design.,MW,11:35 am-12:55 pm,Christophe   Dubach,ENGTR 1080
6859,COMP,532,001,Lecture,Propositional Proof Complexity.,MW,04:05 pm-05:25 pm,Robert   Robere,SH680 491
1919,COMP,535,001,Lecture,Computer Networks 1.,MW,11:35 am-12:55 pm,"Muthucumaru   Maheswaran , Mona   ElSaadawy",RPHYS 118
1920,COMP,540,001,Lecture,Matrix Computations.,TR,11:35 am-12:55 pm,Xiao-Wen   Chang,ENGTR 0070
6904,COMP,545,001,Lecture,Natural Language Understanding with Deep Learning.,TR,01:05 pm-02:25 pm,Siva Reddy Sivakumar Reddy  Goli,ENGMC 11
1921,COMP,546,001,Lecture,Computational Perception.,TR,02:35 pm-03:55 pm,Michael   Langer,ENGTR 1080
1922,COMP,551,001,Lecture,Applied Machine Learning.,MW,02:35 pm-03:55 pm,"Yue   Li , Isabeau  Dr Pr̩mont-Schwarz",SADB M-1
1923,COMP,553,001,Lecture,Algorithmic Game Theory.,TR,08:35 am-09:55 am,Adrian Roshan   Vetta,ENGTR 1100
1924,COMP,555,001,Lecture,Information Privacy.,MW,10:05 am-11:25 am,Martin   Robillard,ADAMS 211
1925,COMP,557,001,Lecture,Fundamentals of Computer Graphics.,MW,02:35 pm-03:55 pm,Paul   Kry,ENGMC 13
1926,COMP,559,001,Lecture,Fundamentals of Computer Animation.,TR,08:35 am-09:55 am,Paul   Kry,ENGTR 1080
1929,COMP,579,001,Lecture,Reinforcement Learning.,TR,04:05 pm-05:25 pm,"Doina   Precup , Isabeau  Dr Pr̩mont-Schwarz",ENGTR 0100
1930,COMP,588,001,Lecture,Probabilistic Graphical Models.,TR,10:05 am-11:25 am,Mohsen   Ravanbakhsh,BURN 708
6865,COMP,597,001,Topics Course,Topics in Computer Science 4.,TR,02:35 pm-03:55 pm,Golnoosh  Dr Farnadi,ENGMC 103
7467,COMP,599,002,Topics Course,Topics in Computer Science 2.,MW,05:35 pm-06:55 pm,Prakash   Panangaden,MAASS 328
1935,COMP,603,001,Topics Course,Computer Science Seminar 2.,F,02:35 pm-03:55 pm,"Paul   Kry , David Paul  Meger",ENGMD 276
7017,COMP,611,001,Lecture,Mathematical Tools for Computer Science.,TR,08:35 am-09:55 am,David   Rolnick,ENGTR 2110
1937,COMP,647,001,Lecture,Advanced Cryptography.,MW,10:05 am-11:25 am,Claude   Crepeau,FERR 230
6877,COMP,685,001,Seminar,Machine Learning Applied to Climate Change.,TR,TBA,David   Rolnick,TBA
1948,COMP,764,001,Lecture,Advanced Topics Systems 1.,MW,02:35 pm-03:55 pm,Christophe   Dubach,ENGTR 0070
1949,COMP,765,001,Lecture,Advanced Topics Systems 2.,TR,04:05 pm-05:25 pm,David Paul  Meger,SH680 295
1950,COMP,766,001,Lecture,Advanced Topics Applications 1.,TR,04:05 pm-05:25 pm,Kaleem   Siddiqi,SH680 491
7536,COMP,766,002,Lecture,Advanced Topics Applications 1.,MW,TBA,Hsiu-Chin   Lin,TBA
1951,COMP,767,001,Lecture,Advanced Topics: Applications 2.,TR,04:05 pm-05:25 pm,David   Rolnick,BIRKS 004A
1952,COMP,767,002,Lecture,Advanced Topics: Applications 2.,TR,11:35 am-12:55 pm,Jackie   Cheung,BURN 719A
1953,COMS,230,001,Lecture,Communication and Democracy.,TR,11:35 am-12:55 pm,Mark   Lloyd,STBIO N2/2
1954,COMS,330,001,Lecture,Media in Cultural Life.,TR,04:05 pm-05:25 pm,Roda   Siad,ARTS W-120
1955,COMS,340,001,Lecture,New Media.,WF,04:05 pm-05:25 pm,Carrie   Rentschler,STBIO N2/2
6773,COMS,350,001,Lecture,Sound Culture.,TR,11:35 am-12:55 pm,Gustavo   Ferreira Santos,ARTS W-215
7210,COMS,361,001,Lecture,Selected Topics Communication Studies 1.,MW,11:35 am-12:55 pm,Gustavo   Ferreira Santos,ARTS 150
1957,COMS,400,001,Seminar,Critical Theory Seminar.,T,11:35 am-02:25 pm,Darin David  Barney,ARTS W-220
1958,COMS,411,001,Seminar,"Disability, Technology and Communication.",M,11:35 am-02:25 pm,Jonathan   Sterne,ARTS W-220
1959,COMS,435,001,Seminar,Advanced Issues in Media Governance.,M,11:35 am-02:25 pm,Mark   Lloyd,ARTS W-5
1960,COMS,490,001,Seminar,Special Topics in History and Theory of Media.,R,11:35 am-02:25 pm,Jennifer C   Burman,ARTS W-220
1961,COMS,492,001,Seminar,"Power, Difference and Justice.",F,11:35 am-02:25 pm,Carrie   Rentschler,ARTS W-220
6774,COMS,500,001,Seminar,Special Topics in Communications Studies 1.,W,11:35 am-02:25 pm,"Matthew Chambers  Hunter , Alex   Blue",ARTS W-220
1963,COMS,611,001,Seminar,History/Theory/Technology.,W,02:35 pm-05:25 pm,Jonathan   Sterne,ARTS W-220
1964,COMS,682,001,Seminar,Special Topics in Media Theory.,T,02:35 pm-05:25 pm,Roberto   Benedicto,ARTS W-5
1965,COMS,683,001,Seminar,Special Topics in Media and Politics.,M,02:35 pm-05:25 pm,Darin David  Barney,FERR 422
1973,CORG,225,771,Lecture,Foundation of Organizational Behaviour and Administration.,W,06:05 pm-08:55 pm,Garrfield   Du Couturier-Nichol,ENGMC 12
1974,CORG,295,751,Lecture,Employee Labour Relations and Law.,M,06:05 pm-08:55 pm,TBA,ENGTR 2100
1975,CORG,416,761,Lecture,Leading Change in Organizations.,T,06:05 pm-08:55 pm,Nathalie-Michele   Sylvain,ENGTR 1080
1976,CORG,420,771,Lecture,Human Resource Management: Theory and Practice.,W,06:05 pm-08:55 pm,Maha   Daoud,BURN 1104
1977,CORG,420,784,Lecture,Human Resource Management: Theory and Practice.,R,06:05 pm-08:55 pm,TBA,TBA
1978,CORG,440,781,Lecture,Organizational Learning and Development.,R,06:05 pm-08:55 pm,Nathalie  Ms Dufour,ARTS 260
1980,CORG,470,761,Lecture,Theories and Practices of Compensation.,T,06:05 pm-08:55 pm,Roman James  Susel,ENGMC 12
7200,CORG,651,771,Lecture,Behaviour in Organizations.,W,06:05 pm-08:55 pm,TBA,LEA 14
7201,CORG,653,751,Lecture,Employee and Labour Relations.,M,06:05 pm-08:55 pm,Pascal   Rochefort,SH680 355
7202,CORG,654,741,Lecture,Managing Occupational Health and Safety.,S,09:05 am-11:55 am,Beverley   Robinson,SH680 495
7203,CORG,655,781,Lecture,Strategic Human Resources Management.,R,06:05 pm-08:55 pm,Nathalie-Michele   Sylvain,SH680 361
7205,CORG,660,761,Lecture,Staffing Organizations.,T,06:05 pm-08:55 pm,TBA,ENGTR 0070
7206,CORG,661,781,Lecture,Developing Human Resources.,R,06:05 pm-08:55 pm,Gerrit Jan   Witvoet,ENGTR 0070
7207,CORG,662,751,Lecture,Total Compensation and Rewards.,M,06:05 pm-08:55 pm,Pierre   Forest,WONG 1030
7208,CORG,665,761,Lecture,Technology and Innovation in Human Resources.,T,06:05 pm-08:55 pm,Giancarlo   De Lisi,LEA 14
7204,CORG,667,771,Lecture,Talent and Performance Management.,W,06:05 pm-08:55 pm,TBA,SH680 491
1988,CPAG,225,774,Lecture,Foundations of Public Regulations and Ethics in Public Sector.,W,06:05 pm-08:55 pm,H̩l̬ne   Guay,TBA
1989,CPAG,300,764,Lecture,Lean Operational Practices in Public Services.,T,06:05 pm-08:55 pm,Serge   Therrien,TBA
7220,CPAG,410,771,Lecture,Strategic Planning and Implementation.,W,06:05 pm-08:55 pm,Jeff   Sacksner,LEA 15
7214,CPAG,600,784,Lecture,Lean Operations in Public Services.,R,06:05 pm-08:55 pm,Serge   Therrien,SH680 1041
7215,CPAG,620,774,Lecture,Leadership and Governance in Public Organizations.,W,06:05 pm-08:55 pm,Veldon   Coburn,TBA
7217,CPAG,625,764,Lecture,"Public Finance, Budgeting and Reporting.",T,06:05 pm-08:55 pm,Jenny   Bouras,MDHAR G-01
7227,CPL2,610,741,Lecture,Practical Communication and Presentation Skills.,S,01:35 pm-04:25 pm,Brendan James  Walsh,ENGTR 0100
7218,CPL2,633,744,Lecture,Developing Leadership Skills.,S,09:05 am-11:55 am,James Beatty   Hunter,TBA
7219,CPL2,633,781,Lecture,Developing Leadership Skills.,R,06:05 pm-08:55 pm,James Beatty   Hunter,SH680 495
7226,CPL2,652,754,Lecture,Strategic Management.,M,06:00 pm-09:00 pm,Bruno   Delorme,TBA
7225,CPL2,652,761,Lecture,Strategic Management.,T,06:05 pm-08:55 pm,David   Carriere-Acco,ENGTR 1090
1998,CPRL,224,761,Lecture,Applied Public Relations Methods 2.,T,06:05 pm-08:55 pm,Aislinn   Mosher,ENGTR 0060
1999,CPRL,225,781,Lecture,Social and Traditional Media Relations.,R,06:05 pm-08:55 pm,Andre   Durocher,ENGTR 2120
2000,CPRL,226,751,Lecture,Corporate Communications.,M,06:05 pm-08:55 pm,Kristy   Pealow,ARTS 260
2001,CPRL,321,771,Lecture,PR Issues Management.,W,06:05 pm-08:55 pm,Paula   Bernardino,SH680 495
7276,CPRL,620,761,Web Course,Content Creation for Public Relations.,T,06:05 pm-08:55 pm,TBA,NOROOM
7275,CPRL,630,751,Web Course,Internal Communications and Employee Engagement.,M,06:05 pm-08:55 pm,TBA,NOROOM
6743,CPRL,633,751,Web Course,Corporate and Organizational Communications.,M,06:05 pm-08:55 pm,Aislinn   Mosher,NOROOM
6747,CPRL,636,761,Web Course,"Public Relations Measurement, Data and Analytics.",T,06:05 pm-08:55 pm,Kristy   Pealow,NOROOM
6745,CPRL,644,771,Web Course,Integrated Digital Communications.,W,06:05 pm-08:55 pm,Jean-Philippe   Harrisson-Boudreau,NOROOM
6746,CPRL,690,701,Web Course,Special Topics in PR and Communications Management.,S,09:05 am-11:55 am,Shaun   Lynch,NOROOM
6744,CPRL,691,781,Web Course,Communications Management and Strategy.,R,06:05 pm-08:55 pm,Elizabeth Jane   Hirst,NOROOM
7512,CSNM,632,781,Lecture,Dynamic Supply Networks and Lean Operations Systems.,R,06:05 pm-08:55 pm,Diego   Lythgoe,SH680 1025
7513,CSNM,640,751,Lecture,Six-Sigma and Supply Networks.,M,06:05 pm-08:55 pm,Janet   Wallace,SH680 1261
2002,CTPT,200,751,Lecture,Introduction to Supply Chain Management.,M,06:05 pm-08:55 pm,John   Gradek,LEA 110
2003,CTPT,201,761,Lecture,Sourcing.,T,06:05 pm-08:55 pm,Dimitrios   Manolopoulos,BURN 1104
2004,CTPT,206,771,Lecture,Transportation Management and Economics.,W,06:05 pm-08:55 pm,Donald Arthur   McKnight,WONG 1030
2005,CTPT,310,781,Lecture,Production and Inventory Planning and Control 2.,R,06:05 pm-08:55 pm,Yasemin   Kahyaoglu,WONG 1030
393,DENT,101J2,001,Small Group Teaching,Dentistry Apprenticeship 1.,WF,12:55 pm-03:25 pm,Firoozeh   Samim,TBA
958,DENT,113,001,Field Course (GDEU),Community Oral Health Services 1.,M,04:05 pm-04:55 pm,"Frances Anne   Power , Marina Judell  D'Souza , Yu Kwong   Li , Jitesh   Patel , Daniel Nikitas  Richmond",MC2001 547
672,DENT,125D2,001,Lecture,Oral Health Research 1.,R,01:05 pm-03:55 pm,"Paul   Allison , Elham   Emami",MC2001 102
782,DENT,206D2,001,Small Group Teaching,Social Justice Seminar 1.,M,10:05 am-11:55 am,"Alissa   Levine , Pascaline   Kengne Talla",MC2001 102
627,DENT,215D1,001,Lecture,Tooth Movement.,R,08:05 am-09:55 am,"Thanh-De   Nguyen , Manuela Isabelle  Hrit",MC2001 222
629,DENT,218D1,001,Lecture,Support Tissue.,M,08:05 am-09:55 am,Veronique   Benhamou,MC2001 102
630,DENT,220D1,001,Lecture,Introduction to Restorative Dentistry.,W,09:05 am-11:55 am,Samer   Abi-Nader,MC2001 222
631,DENT,221D1,001,Lecture,Tooth Loss.,T,10:05 am-11:55 am,Raphael Freitas  de Souza,MC2001 222
632,DENT,222D1,001,Lecture,Radiology.,W,01:05 pm-02:55 pm,Didem   Dagdeviren,MC2001 547
633,DENT,225D2,001,Lecture,Oral Health Research 2.,W,03:05 pm-04:55 pm,Svetlana   Tikhonova,MC2001 547
501,DENT,305D1,001,Lecture,Dental Public Health.,R,01:05 pm-02:55 pm,Christophe   Bedos,MC2001 547
856,DENT,307D2,001,Lecture,Business Aspects of Dentistry.,F,08:05 am-08:55 am,Anthony   Iannella,MC2001 102
749,DENT,309J2,001,Lecture,Implantology.,F,01:05 pm-01:55 pm,Meng Francois   Seng,MC2001 222
147,DENT,310J2,001,Clinical Teaching,Clinical Practice/Junior Clerkship.,M,01:05 pm-04:55 pm,"Nathalie Marie  Morin , Jeffrey   Myers",MC2001 200
148,DENT,311J2,001,Lecture,Endodontics 1.,T,01:05 pm-01:55 pm,Bassel   Kano,MC2001 547
704,DENT,313D2,001,Lecture,Community Oral Health Services 3.,R,03:05 pm-04:55 pm,"Frances Anne   Power , Marina Judell  D'Souza , Yu Kwong   Li , Jitesh   Patel",MC2001 102
149,DENT,315J2,001,Lecture,Orthodontics 1.,F,09:05 am-11:55 am,Julia   Cohen-Levy,MC2001 200
150,DENT,316D2,001,Lecture,Pediatric Dentistry 1.,M,08:05 am-09:55 am,Irwin M   Fried,MC2001 547
151,DENT,317D2,001,Lecture,Oral Pathology and Medicine.,M,10:05 am-11:55 am,Peter   Chauvin,MC2001 547
152,DENT,318J2,001,Lecture,Periodontology.,TR,08:05 am-08:55 am,Veronique   Benhamou,MC2001 102
304,DENT,320J2,001,Lecture,Restorative Dentistry.,R,09:05 am-11:55 am,Samer   Abi-Nader,MC2001 102
154,DENT,323J2,001,Lecture,Oral and Maxillofacial Surgery.,W,08:05 am-08:55 am,Deborah   Iera,MC2001 547
155,DENT,337,001,Lecture,Clinical Decision Making.,R,03:05 pm-04:55 pm,Christophe   Bedos,MC2001 547
785,DENT,406D2,001,Lecture,Ethics and Jurisprudence.,T,09:05 am-11:55 am,Richard   Hovey,MC2001 547
156,DENT,410D2,001,Clinical Teaching,Clinical Practice/Senior Clerkship.,M,09:05 am-11:55 am,"Nathalie Marie  Morin , Jeffrey   Myers",MC2001 200
784,DENT,411D2,001,Lecture,Endodontics 2.,T,TBA,Bassel   Kano,NOROOM NEEDED
634,DENT,412D2,001,Lecture,Introduction to Orofacial Pain.,R,08:05 am-09:55 am,Zovinar   Der Khatchadourian,MC2001 547
157,DENT,415D2,001,Lecture,Orthodontics 2.,R,10:05 am-11:55 am,Julia   Cohen-Levy,MC2001 547
158,DENT,416D2,001,Lecture,Pediatric Dentistry 2.,W,08:05 am-08:55 am,Irwin M   Fried,MC2001 102
786,DENT,418D2,001,Lecture,Periodontology Seminar.,M,04:05 pm-05:55 pm,Veronique   Benhamou,MC2001 102
159,DENT,423D2,001,Lecture,Oral Maxillofacial Surgery and Pathology.,T,08:05 am-08:55 am,"Deborah   Iera , Peter   Chauvin",MC2001 547
680,DENT,504,001,Lecture,Biomaterials and Bioperformance.,R,08:35 am-11:25 am,Maryam   Tabrizian,DUFF
891,DENT,509,001,Lecture,Epidemiology and Data Analysis in Primary Care 2.,T,01:35 pm-04:55 pm,"Alexandra   De Pokomandy , Sreenath   Arekunnath Madathil , Tracie   Barnett , Belinda Farias   Nicolau",MC2001 735
910,DENT,614,001,Modular course,Foundations of Mixed Methods Research.,T,12:05 pm-01:55 pm,"Belinda Farias   Nicolau , Alissa   Levine",TBA
6785,DENT,615,001,Lecture,Knowledge Mobilization in Dentistry.,W,01:05 pm-03:55 pm,Pascaline   Kengne Talla,NOROOM NEEDED
915,DENT,625,001,Lecture,Applied Qualitative Health Research.,F,12:05 pm-02:55 pm,Alissa   Levine,TBA
790,DENT,664,001,Lecture,Health Research Communications.,W,10:35 am-12:25 pm,Marc Olivier O.  Martel,SH680 1261
943,DENT,668,001,Reading Course,Practicum Readings in Dentistry and Health Research.,M,09:35 am-11:25 am,Alissa   Levine,TBA
394,DENT,671D2,001,Seminar,Advanced Research Seminar.,W,12:05 pm-12:55 pm,Emerson   Krock,DENT 547
970,DENT,679,001,Lecture,Epidemiology and Data Analysis in Primary Care 3.,R,12:05 pm-01:25 pm,"Sreenath   Arekunnath Madathil , Samira   Abbasgholizadeh Rahimi , Belinda Farias   Nicolau , Tibor   Schuster",MC2001 1203
994,DENT,686,001,Lecture,Illness Experience and Social Determinants of Health.,F,10:05 am-11:55 am,Christophe   Bedos,TBA
941,DENT,700,001,Workshop,Comprehensive Exam Skills.,M,01:05 pm-03:55 pm,Belinda Farias   Nicolau,TBA
807,DENT,706,001,Lecture,Advanced Seminar in Qualitative Health Research.,M,08:35 am-11:25 am,Franco   Carnevale,TBA
1012,DENT,786,001,Lecture,Foundations in Oral Health Science.,MW,01:35 pm-04:25 pm,"Etienne   Vachon-Presseau , Emerson   Krock",SH680 1261
991,DENT,786D1,001,Lecture,Foundations in Oral Health Science.,M,01:05 pm-03:55 pm,"Etienne   Vachon-Presseau , Elizabeth   Zimmermann",TBA
940,DENT,786D2,001,Lecture,Foundations in Oral Health Science.,M,01:00 pm-04:00 pm,"Etienne   Vachon-Presseau , Elizabeth   Zimmermann",TBA
2006,EAST,211,001,Lecture,Introduction: East Asian Culture: China.,MW,04:05 pm-05:25 pm,Rongdao   Lai,DUFF THTR 1
2007,EAST,212,001,Lecture,Introduction: East Asian Culture: Japan.,TR,01:05 pm-02:25 pm,TBA,TBA
5016,EAST,220D2,001,Lecture,First Level Korean.,MTWRF,01:35 pm-02:25 pm,Myung Hee   Kim,SH680 491
5017,EAST,220D2,002,Lecture,First Level Korean.,MTWRF,02:35 pm-03:25 pm,Myung Hee   Kim,SH680 491
5018,EAST,230D2,001,Lecture,First Level Chinese.,MTWRF,02:35 pm-03:25 pm,Bill   Wang,SH680 294
5019,EAST,230D2,002,Lecture,First Level Chinese.,MTWRF,04:35 pm-05:25 pm,Bill   Wang,SH680 294
5020,EAST,240D2,001,Lecture,First Level Japanese.,MTWRF,10:35 am-11:25 am,Jodie   Beck,SH680 294
5021,EAST,240D2,002,Lecture,First Level Japanese.,MTWRF,11:35 am-12:25 pm,Jodie   Beck,SH680 294
5022,EAST,240D2,003,Lecture,First Level Japanese.,MF,12:35 pm-02:25 pm,Tomoko   Ikeda,SH680 365
2008,EAST,242,001,Lecture,Japanese Writing Beginners 2.,TR,08:35 am-09:55 am,Tomoko   Ikeda,SH680 495
2009,EAST,279,001,Lecture,Introduction to Film History.,M,02:05 pm-05:55 pm,Xinyu   Dong,MAASS 10
2010,EAST,303,001,Topics Course,Current Topics: Chinese Studies 1.,MW,02:35 pm-03:55 pm,Guojun   Wang,LEA 14
5023,EAST,320D2,001,Lecture,Second Level Korean.,MTWRF,11:35 am-12:25 pm,Myung Hee   Kim,SH680 491
5024,EAST,330D2,001,Lecture,Second Level Chinese.,MTWRF,11:35 am-12:25 pm,Jennie H   Chang,SH680 223
5025,EAST,330D2,002,Lecture,Second Level Chinese.,MTWRF,10:35 am-11:25 am,Jennie H   Chang,SH680 223
5026,EAST,340D2,001,Lecture,Second Level Japanese.,MTWRF,10:35 am-11:25 am,Yasuko   Senoo,SH680 365
5027,EAST,340D2,002,Lecture,Second Level Japanese.,MTWRF,01:35 pm-02:25 pm,Yasuko   Senoo,SH680 294
2011,EAST,342,001,Lecture,Japanese Writing Intermediate 2.,TR,02:35 pm-03:55 pm,Tomoko   Ikeda,SH680 295
2012,EAST,370,001,Lecture,History of Sexuality in Japan.,MW,11:35 am-12:55 pm,Marianne   Tarcov,LEA 14
2013,EAST,375,001,Lecture,Korean Media and Popular Culture.,TR,01:05 pm-02:25 pm,Kimberly   Chung,SH680 355
5028,EAST,430D2,001,Lecture,Third Level Chinese.,MWF,12:35 pm-01:25 pm,Bill   Wang,SH680 223
5029,EAST,440D2,001,Lecture,Third Level Japanese.,MWF,01:35 pm-02:25 pm,Jodie   Beck,SH680 391
2014,EAST,454,001,Seminar,Topics: Chinese Cinema.,F,02:35 pm-05:25 pm,Xinyu   Dong,SH680 451
2015,EAST,493,001,Topics Course,Special Topics: East Asian Studies 1.,T,08:35 am-11:25 am,Kimberly   Chung,SH680 465
2016,EAST,494,001,Topics Course,Special Topics: East Asian Studies 2.,M,02:35 pm-05:25 pm,Maria Cecilia  Hwang,SH680 295
2017,EAST,504,001,Topics Course,Advanced Topics in Chinese Studies 2.,T,02:35 pm-05:25 pm,Guojun   Wang,SH680 223
5030,EAST,530D2,001,Lecture,Fourth Level Chinese.,MWF,01:35 pm-02:25 pm,Jennie H   Chang,SH680 223
5031,EAST,540D2,001,Lecture,Fourth Level Japanese.,TR,08:35 am-09:55 am,Yasuko   Senoo,SH680 295
2020,ECON,208,001,Lecture,Microeconomic Analysis and Applications.,TR,01:05 pm-02:25 pm,Mayssun   El-Attar Vilalta,ADAMS AUD
2021,ECON,209,001,Lecture,Macroeconomic Analysis and Applications.,MW,01:05 pm-02:25 pm,TBA,ADAMS AUD
2022,ECON,209,002,Lecture,Macroeconomic Analysis and Applications.,MW,10:05 am-11:25 am,TBA,SADB M-1
2023,ECON,219,001,Lecture,Current Economic Problems: Topics.,TR,08:35 am-09:55 am,TBA,ADAMS AUD
7477,ECON,219,002,Lecture,Current Economic Problems: Topics.,F,02:35 pm-05:25 pm,TBA,ADAMS AUD
5034,ECON,227D2,001,Lecture,Economic Statistics.,MWF,10:35 am-11:25 am,TBA,SADB 2/36
