CRN,Subj,Crse,Sec,Type,Title,Days,Time,Instructor,Location
387,FDSC,319,002,Laboratory,Food Commodities.,W,10:05 am-12:55 pm,Benjamin K   Simpson,MACSTW B-031
16,FDSC,330,001,Lecture,Food Processing.,MW,04:05 pm-05:25 pm,Hosahalli   Ramaswamy,RAYMND 4-045
17,FDSC,330,002,Laboratory,Food Processing.,W,01:05 pm-03:55 pm,Hosahalli   Ramaswamy,RAYMND 4-045
18,FDSC,334,001,Lecture,Analysis of Food Toxins and Toxicants.,TR,08:35 am-09:55 am,Stephane   Bayen,RAYMND 4-047
19,FDSC,334,002,Laboratory,Analysis of Food Toxins and Toxicants.,R,02:35 pm-05:25 pm,Stephane   Bayen,MACSTW B-031
483,FDSC,400,001,Lecture,Food Packaging.,M,01:35 pm-02:25 pm,Yixiang   Wang,RAYMND 4-045
484,FDSC,400,002,Laboratory,Food Packaging.,F,02:35 pm-05:25 pm,Yixiang   Wang,CENTEN 215
22,FDSC,495D2,001,Seminar,Food Science Seminar.,T,10:05 am-11:25 am,Varoujan   Yaylayan,RAYMND 4-047
23,FDSC,495N1,001,Seminar,Food Science Seminar.,T,10:05 am-11:25 am,Varoujan   Yaylayan,RAYMND 4-047
537,FDSC,497,001,Seminar,Professional Seminar: Food.,T,10:05 am-11:25 am,Varoujan   Yaylayan,RAYMND 4-047
759,FDSC,515,001,Lecture,Enzymology.,M,10:05 am-12:55 pm,Benjamin K   Simpson,BARTON 1-016
513,FDSC,516,001,Lecture,Flavour Chemistry.,MW,04:05 pm-05:25 pm,Varoujan   Yaylayan,RAYMND 4-047
760,FDSC,519,001,Lecture,Advanced Food Processing.,F,11:35 am-02:25 pm,Hosahalli   Ramaswamy,BARTON 1-016
507,FDSC,525,001,Lecture,Food Quality Assurance.,TR,01:05 pm-02:25 pm,Saji   George,RAYMND 3-048
508,FDSC,525,002,Laboratory,Food Quality Assurance.,T,02:35 pm-05:25 pm,Saji   George,RAYMND 3-048
510,FDSC,536,001,Lecture,Food Traceability.,F,11:35 am-02:25 pm,Saji   George,RAYMND 1-042
482,FDSC,545,001,Lecture,Advances in Food Microbiology.,F,11:35 am-02:25 pm,Jen   Ronholm,RAYMND 2-046
969,FDSC,555,001,Lecture,Comparative Food Law.,M,11:35 am-02:25 pm,TBA,CENTEN 1-162
476,FDSC,634,001,Lecture,Food Toxins and Toxicants.,TR,08:35 am-09:55 am,Stephane   Bayen,RAYMND 4-047
477,FDSC,634,002,Laboratory,Food Toxins and Toxicants.,R,02:35 pm-05:25 pm,Stephane   Bayen,MACSTW B-031
24,FDSC,652,001,Lecture,Separation Techniques in Food Analysis 2.,WF,08:35 am-09:55 am,Stephane   Bayen,RAYMND 3-048
25,FDSC,652,002,Laboratory,Separation Techniques in Food Analysis 2.,R,10:05 am-12:55 pm,Stephane   Bayen,MACSTW B-031
29,FDSC,695,001,Seminar,M.Sc. Graduate Seminar 1.,R,10:05 am-11:25 am,Varoujan   Yaylayan,RAYMND 3-048
30,FDSC,696,001,Seminar,M.Sc. Graduate Seminar 2.,R,10:05 am-11:25 am,Varoujan   Yaylayan,RAYMND 3-048
179,FDSC,797,001,Seminar,Ph.D. Graduate Seminar 1.,R,10:05 am-11:25 am,Varoujan   Yaylayan,RAYMND 3-048
84,FDSC,798,001,Seminar,Ph.D. Graduate Seminar 2.,R,10:05 am-11:25 am,Varoujan   Yaylayan,RAYMND 3-048
2679,FIGF,PMCO,001,Study Group,Proj McGill-Comm orale int/ava,R,06:05 pm-08:25 pm,Ariel Sebastian  Mercado Lopez,FERR 456
2681,FINE,342,001,Lecture,Corporate Finance.,MW,08:35 am-09:55 am,Thomas Joseph  Rivera,BRONF 340
2682,FINE,342,002,Lecture,Corporate Finance.,MW,11:35 am-12:55 pm,Thomas Joseph  Rivera,BRONF 410
2683,FINE,342,003,Lecture,Corporate Finance.,MW,02:35 pm-03:55 pm,Thomas Joseph  Rivera,BRONF 410
2684,FINE,342,004,Lecture,Corporate Finance.,TR,01:05 pm-02:25 pm,Paul   Beaumont,BRONF 410
7179,FINE,434,001,Lecture,Topics in Finance 1.,M,08:35 am-11:25 am,"Patrick   Augustin , Jiro   Kondo",BRONF 045
2685,FINE,440D2,001,Project,Honours Investment Management Research Project 1.,MW,10:05 am-11:25 am,"Vadim   di Pietro , Jiro   Kondo",BRONF 423
2686,FINE,441,001,Lecture,Investment Management.,TR,02:35 pm-03:55 pm,Russ   Goyenko,BRONF 001
2687,FINE,441,002,Lecture,Investment Management.,MW,10:05 am-11:25 am,Larbi   Hammami,ARMST 265
2688,FINE,441,003,Lecture,Investment Management.,MW,08:35 am-09:55 am,Larbi   Hammami,ARMST 060
2689,FINE,442,001,Lecture,Capital Markets and Institutions.,TR,08:35 am-09:55 am,Larbi   Hammami,BRONF 002
2690,FINE,442,002,Lecture,Capital Markets and Institutions.,TR,04:05 pm-05:25 pm,Larbi   Hammami,BRONF 001
2691,FINE,443,001,Lecture,Applied Corporate Finance.,TR,02:35 pm-03:55 pm,Gregory   Weitzner,ARMST 260
2692,FINE,443,002,Lecture,Applied Corporate Finance.,TR,01:05 pm-02:25 pm,Gregory   Weitzner,BRONF 423
2693,FINE,443,003,Lecture,Applied Corporate Finance.,TR,10:05 am-11:25 am,Gregory   Weitzner,BRONF 046
2694,FINE,443,004,Lecture,Applied Corporate Finance.,MW,01:05 pm-02:25 pm,Larbi   Hammami,BRONF 410
2695,FINE,444,001,Lecture,Security Trading and Market Making.,TR,08:35 am-09:55 am,Russ   Goyenko,BRONF 205
2696,FINE,444,002,Lecture,Security Trading and Market Making.,TR,10:05 am-11:25 am,Russ   Goyenko,BRONF 205
2697,FINE,446,051,Lecture,Behavioural Finance.,M,06:05 pm-08:55 pm,Joel   Kaczor,BRONF 410
2698,FINE,447,001,Lecture,Venture Capital and Entrepreneurial Finance.,MW,04:05 pm-05:25 pm,Jiro   Kondo,ARMST 065
2699,FINE,447,002,Lecture,Venture Capital and Entrepreneurial Finance.,MW,02:35 pm-03:55 pm,Jiro   Kondo,BRONF 001
2700,FINE,448,001,Lecture,Financial Derivatives.,MW,04:05 pm-05:25 pm,Daniel   Andrei,ARMST 260
2701,FINE,448,002,Lecture,Financial Derivatives.,MW,02:35 pm-03:55 pm,Daniel   Andrei,ARMST 065
7472,FINE,449,001,Lecture,Risk Management in Finance.,TR,11:35 am-12:55 pm,Vadim   di Pietro,BRONF 310
2702,FINE,450D2,001,Project,Honours Investment Management Research Project 2.,MW,10:05 am-11:25 am,"Vadim   di Pietro , Jiro   Kondo",BRONF 423
2705,FINE,456,061,Lecture,Hedge Fund Strategies and Trading.,T,06:05 pm-08:55 pm,Matey Iliev  Gerov,BRONF 205
2707,FINE,464,001,Lecture,Pension Funds and Retirement Systems.,R,02:35 pm-05:25 pm,Sebastien   Betermier,BRONF 310
2708,FINE,465,001,Lecture,Sustainable Finance.,TR,04:05 pm-05:25 pm,Begum Ipek   Yavuz,ARMST 255
2709,FINE,465,002,Lecture,Sustainable Finance.,TR,02:35 pm-03:55 pm,Begum Ipek   Yavuz,ARMST 060
2710,FINE,477,001,Lecture,Fintech for Business and Finance.,MW,01:05 pm-02:25 pm,Katrin   Tinn,BRONF 340
2711,FINE,477,002,Lecture,Fintech for Business and Finance.,MW,10:05 am-11:25 am,Katrin   Tinn,BRONF 360
2712,FINE,482,001,Lecture,International Finance 1.,TR,04:05 pm-05:25 pm,Francesca   Carrieri,BRONF 045
2713,FINE,482,002,Lecture,International Finance 1.,TR,11:35 am-12:55 pm,Francesca   Carrieri,BRONF 001
2714,FINE,482,003,Lecture,International Finance 1.,TR,08:35 am-09:55 am,Francesca   Carrieri,BRONF 001
2715,FINE,490,001,Lecture,Mergers and Corporate Reorganizations.,TR,08:35 am-09:55 am,David Simon  Schumacher,ARMST 260
2716,FINE,490,002,Lecture,Mergers and Corporate Reorganizations.,TR,10:05 am-11:25 am,David Simon  Schumacher,ARMST 260
4970,FINE,541N1,001,Lecture,Applied Investments.,R,11:35 am-12:55 pm,Sebastien   Betermier,BRONF 205
4971,FINE,541N1,002,Lecture,Applied Investments.,R,11:35 am-12:55 pm,Sebastien   Betermier,BRONF 205
2718,FINE,622,061,Lecture,Modern Corporate Finance.,T,06:05 pm-08:55 pm,Sujata   Madan,ARMST 255
2719,FINE,632,001,Lecture,Global Environment and Economic Policies.,W,06:05 pm-08:55 pm,Francesca   Carrieri,ARMST 260
2720,FINE,646,071,Lecture,Investments and Portfolio Management.,W,06:05 pm-08:55 pm,Vadim   di Pietro,ARMST 255
2721,FINE,664,001,Lecture,Managing Pension and Retirement Funds.,R,02:35 pm-05:25 pm,Sebastien   Betermier,BRONF 310
5558,FINE,682,065,Lecture,Derivatives.,M,11:35 am-01:25 pm,Patrick   Augustin,ARMST 060
5559,FINE,683,065,Lecture,Advanced Corporate Finance.,W,06:05 pm-08:55 pm,Jiro   Kondo,ARMST 060
5560,FINE,684,065,Lecture,Fixed Income Analysis.,MF,10:35 am-12:25 pm,Jan Ludvig  Ericsson,BRONF 205
2723,FINE,689,065,Project,Integrative Finance Project.,W,11:35 am-02:25 pm,"Vadim   di Pietro , Jiro   Kondo",ARMST 265
7039,FINE,691,065,Lecture,Advanced Topics in Finance 2.,TR,01:05 pm-02:25 pm,Begum Ipek   Yavuz,BRONF 002
2725,FINE,691,081,Lecture,Advanced Topics in Finance 2.,R,06:05 pm-08:55 pm,Katrin   Tinn,ARMST 265
2726,FINE,702,001,Seminar,Continuous-Time Finance.,T,02:35 pm-05:25 pm,Daniel   Andrei,TBA
2727,FINE,709,001,Seminar,International Finance Seminar.,R,08:35 am-11:25 am,Vihang R   Errunza,TBA
6931,FINE,711,001,Lecture,Research Topics in Financial Markets Development.,T,08:35 am-11:25 am,Paul   Beaumont,TBA
1004,FMED,504,001,Seminar,Family Medicine Research Seminars.,M,12:05 pm-01:25 pm,"Alayne Mary   Adams , Anne   Cockcroft",000254 07
960,FMED,509,001,Lecture,Epidemiology and Data Analysis in Primary Care 2.,T,01:35 pm-04:25 pm,"Tracie   Barnett , Alexandra   De Pokomandy , Tibor   Schuster",000254 07
783,FMED,525,001,Modular course,Foundations of Translational Science.,R,09:05 am-11:55 am,Terry Edgar  Hebert,MCMED 337
959,FMED,527,001,Lecture,Inuit Health in Canadian Context.,M,09:05 am-11:55 am,Richard Franklin  Budgell,000254 04
963,FMED,530,001,Seminar,Communicating Qualitative Health Research.,W,01:35 pm-04:25 pm,Kathleen   Rice,000254
674,FMED,601,001,Lecture,Advanced Topics in Family Medicine.,F,09:05 am-11:55 am,"Tamara Ellen  Carver , Alayne Mary   Adams , Kathleen   Rice",000254 04
961,FMED,605,001,Lecture,AI and Analytical Decision-Making in Healthcare.,F,01:35 pm-02:55 pm,Samira   Abbasgholizadeh Rahimi,000254 05
1002,FMED,611,001,Lecture,"Healthcare Systems, Policy and Performance.",W,09:05 am-11:55 am,"Alayne Mary   Adams , Enis   Baris , Anne   Cockcroft , Kathleen   Rice",000254 04
816,FMED,614,001,Modular course,Foundations of Mixed Methods Research.,T,09:05 am-11:55 am,"Isabelle Marie  Vedel , Alissa   Levine , Belinda Farias   Nicolau",000254 04
737,FMED,619,001,Lecture,Program Management in Global Health and Primary Health Care.,F,01:25 pm-04:25 pm,Yves   Bergevin,000254 04
967,FMED,679,001,Lecture,Epidemiology and Data Analysis in Primary Care 3.,R,01:35 pm-04:25 pm,"Tibor   Schuster , Samira   Abbasgholizadeh Rahimi , Sreenath   Arekunnath Madathil",000254 04
675,FMED,690,001,Seminar,"Advanced Ethnography: Context, Complexity and Coordination.",R,01:35 pm-04:25 pm,Peter Ivan  Nugus,000254 05
745,FMED,702,001,Seminar,Advanced Doctoral Primary Care Research Seminars.,M,01:35 pm-04:25 pm,Samira   Abbasgholizadeh Rahimi,000254
602,FMT4,007,001,Lecture,Health and Safety (152-VSG-MC).,M,08:35 am-09:25 am,Peter   Enright,RAYMND 1-042
603,FMT4,007,002,Laboratory,Health and Safety (152-VSG-MC).,R,08:35 am-11:25 am,Peter   Enright,RAYMND 2-045
604,FMT4,008,001,Lecture,Animal Genetics and Nutrition (152-VSH-MC).,T,01:05 pm-03:25 pm,Mathieu   Leduc,FARM PROJECT RM
605,FMT4,008,002,Laboratory,Animal Genetics and Nutrition (152-VSH-MC).,M,01:05 pm-03:25 pm,AndrÃ©anne   La Salle,RAYMND 3-045
607,FMT4,009,001,Lecture,Soil Fertility (152-VSJ-MC).,M,09:35 am-10:25 am,Caroline B   Begg,RAYMND 3-045
608,FMT4,009,002,Laboratory,Soil Fertility (152-VSJ-MC).,F,09:35 am-11:25 am,Caroline B   Begg,MACSTW B-013
609,FMT4,009,003,Laboratory,Soil Fertility (152-VSJ-MC).,F,11:35 am-01:25 pm,Caroline B   Begg,MACSTW B-013
610,FMT4,010,001,Lecture,Winter Stage (152-VSK-MC).,R,11:35 am-12:25 pm,Caroline B   Begg,RAYMND 1-042
611,FMT4,011,001,Lecture,Farm Accounting (152-VSL-MC).,T,11:05 am-12:55 pm,Simon   Brault,RAYMND 1-042
612,FMT4,012,001,Lecture,Machinery Maintenance (152-VSM-MC).,T,08:35 am-09:25 am,Marc-Andre   Isabelle,RAYMND 3-048
613,FMT4,012,002,Laboratory,Machinery Maintenance (152-VSM-MC).,W,08:35 am-11:25 am,Marc-Andre   Isabelle,AGTECH AE-8
648,FMT4,016,001,Lecture,Budgeting and Administration (152-VSR-MC).,M,01:35 pm-03:25 pm,Simon   Brault,RAYMND 2-045
649,FMT4,017,001,Lecture,Agricultural Systems (152-VST-MC).,M,11:35 am-12:55 pm,Caroline B   Begg,RAYMND 1-042
683,FMT4,023,001,Lecture,Building Management (152-VSZ-MC).,W,12:35 pm-01:25 pm,Marc-Andre   Isabelle,CENTEN 1-162
698,FMT4,023,002,Laboratory,Building Management (152-VSZ-MC).,T,10:35 am-02:25 pm,Marc-Andre   Isabelle,AGTECH AE-8
684,FMT4,024,001,Lecture,Farm Building Development (152-VTA-MC).,T,03:05 pm-04:55 pm,Peter   Enright,RAYMND 3-045
685,FMT4,025,001,Lecture,Enterprise Management 3 (152-VTB-MC).,R,12:35 pm-04:25 pm,"Pascal   Theriault , Simon   Brault , Peter   Enright , David   Wees",MACSTW 2-028
686,FMT4,026,001,Lecture,Human Resources  (152-VTC-MC).,M,09:35 am-11:25 am,Simon   Brault,FARM PROJECT RM
687,FMT4,027,001,Lecture,Precision Agriculture (152-VTD-MC).,M,11:35 am-12:55 pm,Viacheslav   Adamchuk,MACSTW 2-028
650,FMT4,029,001,Lecture,Dairy Performance Management (152-VTF-MC).,T,11:35 am-01:25 pm,AndrÃ©anne   La Salle,TBA
651,FMT4,029,002,Laboratory,Dairy Performance Management (152-VTF-MC).,F,01:35 pm-03:25 pm,AndrÃ©anne   La Salle,RAYMND 3-045
652,FMT4,030,001,Lecture,Swine and Poultry Management (152-VTG-MC).,M,09:35 am-11:25 am,AndrÃ©anne   La Salle,BARTON 1-015
653,FMT4,030,002,Laboratory,Swine and Poultry Management (152-VTG-MC).,W,10:35 am-01:25 pm,AndrÃ©anne   La Salle,FARM PROJECT RM
654,FMT4,034,001,Lecture,Greenhouse Crop Production (152-VTL-MC).,M,08:35 am-09:25 am,David   Wees,RAYMND 3-045
655,FMT4,034,002,Laboratory,Greenhouse Crop Production (152-VTL-MC).,W,02:35 pm-05:25 pm,David   Wees,CENTEN 1-162
656,FMT4,036,001,Lecture,Field Crop Management 2 (152-VTN-MC).,M,03:35 pm-05:25 pm,Mathieu   Leduc,BARTON 1-015
657,FMT4,036,002,Laboratory,Field Crop Management 2 (152-VTN-MC).,F,10:35 am-12:25 pm,Mathieu   Leduc,CENTEN 1-162
688,FMTP,074,001,Lecture,Complementary Course 2.,W,02:05 pm-03:25 pm,Mary   Hendrickson,CENTEN 212
468,FMTP,077,001,Lecture,Introduction to College English.,M,10:35 am-12:25 pm,Deborah A   Hollenbeck,TBA
934,FMTP,077,002,Lecture,Introduction to College English.,T,03:35 pm-05:25 pm,Michele   Trepanier,RAYMND
302,FMTP,083,001,Lecture,Literary Themes (603-103-04).,TR,03:35 pm-05:25 pm,Gedi   Dainius Lerner,RAYMND 1-042
303,FMTP,087,001,Lecture,Humanities 3:Env.& Org. Issues (345-VSH-MC).,R,08:35 am-11:25 am,Candis   Steenbergen,RAYMND 1-042
489,FMTP,091,001,Lecture,Physical Activity and Effectiveness (109-102-MQ).,T,08:35 am-10:25 am,Chelsea Lee  PrivÃ©e,STHALL GYM
512,FMTP,092,001,Lecture,Physical Activity and Autonomy (109-103-MQ).,M,01:35 pm-03:25 pm,Chelsea Lee  PrivÃ©e,STHALL GYM
384,FMTP,098,001,Lecture,FranÃ§ais agricole (602-VSG-MC).,R,12:35 pm-03:25 pm,Sophie   Prince,RAYMND 1-042
6855,FMTP,098,002,Lecture,FranÃ§ais agricole (602-VSG-MC).,R,12:35 pm-03:25 pm,Shahrouz  M Pezeshki,TBA
2732,FREN,201,001,Lecture,Le franÃ§ais littÃ©raire,TR,08:35 am-09:55 am,ThÃ©o Victor   DÃ©camps,ARTS 350
2733,FREN,245,001,Lecture,Grammaire normative.,MW,08:35 am-09:55 am,Camilia   GÃ©linas,ARTS 350
2734,FREN,251,001,Lecture,LittÃ©rature franÃ§aise depuis 1800.,MW,01:05 pm-02:25 pm,Maggie   Kogut,ARTS 150
2735,FREN,252,001,Lecture,LittÃ©rature quÃ©bÃ©coise.,TR,04:05 pm-05:25 pm,Guillaume   Bellehumeur,MCMED 1027
2736,FREN,315,001,Lecture,CinÃ©ma quÃ©bÃ©cois.,W,02:35 pm-05:25 pm,Alain   Farah,WONG 1050
2738,FREN,335,001,Lecture,ThÃ©ories littÃ©raires 1.,TR,10:05 am-11:25 am,Laurance   Ouellet Tremblay,ARTS 230
2739,FREN,336,001,Lecture,Histoire de la langue franÃ§aise.,MW,10:05 am-11:25 am,Isabelle   Arseneau,ARTS 230
2740,FREN,340,001,Lecture,Atelier d'Ã©criture narrative.,M,11:35 am-02:25 pm,Alain   Farah,ARTS 385
2741,FREN,346,001,Lecture,Traduction avancÃ©e.,TR,10:05 am-11:25 am,Catherine   Leclerc,ARTS 350
2742,FREN,362,001,Lecture,La littÃ©rature du 17e siÃ¨cle 1.,TR,02:35 pm-03:55 pm,Madeleine  Mlle Savart,LEA 110
2743,FREN,422,001,Lecture,Le mÃ©tier d'Ã©crivain-e.,TR,01:05 pm-02:25 pm,Laurance   Ouellet Tremblay,ARTS 230
2744,FREN,443,001,Lecture,Traduction littÃ©raire 2.,TR,01:05 pm-02:25 pm,Catherine   Leclerc,ARTS 350
2745,FREN,450,001,Lecture,Questions de littÃ©rature quÃ©bÃ©coise.,MW,04:05 pm-05:25 pm,Michel   Biron,ARTS 350
2746,FREN,453,001,Lecture,LittÃ©rature du 20e siÃ¨cle 2.,MW,02:35 pm-03:55 pm,Sandrine   Duval,ARTS 230
2747,FREN,485,001,Lecture,LittÃ©rature franÃ§aise contemporaine.,TR,04:05 pm-05:25 pm,Mbaye   Diouf,LEA 15
2751,FREN,612,001,Seminar,SÃ©minaire de recherche 1.,T,12:35 pm-02:25 pm,Mbaye   Diouf,ARTS 385
2752,FREN,613,001,Seminar,SÃ©minaire de recherche 2.,T,10:35 am-12:25 pm,Pascal   Brissette,ARTS 385
2754,FREN,697,001,Seminar,MÃ©thodologie et thÃ©orie littÃ©raires.,W,11:35 am-01:25 pm,Michel   Biron,ARTS 385
2759,FREN,711,001,Seminar,SÃ©minaire de doctorat,W,09:35 am-11:25 am,Frederic   Charbonneau,ARTS 385
2760,FREN,720,001,Seminar,Moyen Ã‚ge 1.,M,02:35 pm-04:25 pm,Isabelle   Arseneau,ARTS 385
2761,FREN,729,001,Seminar,18e siÃ¨cle 1.,M,09:35 am-11:25 am,Frederic   Charbonneau,ARTS 385
2763,FRSL,102,001,Lecture,Beginners French 2.,MW,01:05 pm-02:25 pm,"Viviane   Kwan-Lock , Marion   Vergues",SH680 355
2764,FRSL,102,002,Lecture,Beginners French 2.,TR,11:35 am-12:55 pm,"Christine   Petcoff , Marion   Vergues",FERR 408
2765,FRSL,102,003,Lecture,Beginners French 2.,TR,01:05 pm-02:25 pm,"Julie Magali Mrs BessiÃ¨re , Marion   Vergues",SH680 365
2766,FRSL,102,004,Lecture,Beginners French 2.,MW,10:05 am-11:25 am,Marion   Vergues,FERR 456
2767,FRSL,102,005,Lecture,Beginners French 2.,MW,11:35 am-12:55 pm,"Julie Magali Mrs BessiÃ¨re , Marion   Vergues",SH680 495
2768,FRSL,102,006,Lecture,Beginners French 2.,TR,04:05 pm-05:25 pm,"Sonia   Esteves , Marion   Vergues",FERR 408
2769,FRSL,102,007,Lecture,Beginners French 2.,TR,10:05 am-11:25 am,"Chantal Anne  Creck , Marion   Vergues",SH680 391
2770,FRSL,102,008,Lecture,Beginners French 2.,MW,02:35 pm-03:55 pm,"Viviane   Kwan-Lock , Marion   Vergues",SH680 361
2771,FRSL,102,009,Lecture,Beginners French 2.,TR,11:35 am-12:55 pm,TBA,SH680 365
2772,FRSL,103,001,Lecture,Near Beginners French.,MW,08:35 am-09:55 am,Alida   SoucÃ©,FERR 408
2773,FRSL,103,002,Lecture,Near Beginners French.,TR,10:05 am-11:25 am,Alida   SoucÃ©,MDHAR G-01
2774,FRSL,104,001,Lecture,Corrective French Pronunciation.,MW,02:35 pm-03:55 pm,Natallia   Liakina,FERR 408
2775,FRSL,105,001,Lecture,Intensive Beginners French.,MW,08:35 am-11:25 am,"Laura  Mme Bourrel , Marion   Vergues",SH680 361
2776,FRSL,105,002,Lecture,Intensive Beginners French.,TR,08:35 am-11:25 am,Marion   Vergues,LEA 617
5074,FRSL,207D2,001,Lecture,Elementary French 01.,TR,01:05 pm-02:25 pm,"Christine   Petcoff , Alida   SoucÃ©",FERR 408
5075,FRSL,207D2,002,Lecture,Elementary French 01.,TR,11:35 am-12:55 pm,Alida   SoucÃ©,FERR 456
5076,FRSL,207D2,003,Lecture,Elementary French 01.,MW,02:35 pm-03:55 pm,"Christine   Petcoff , Alida   SoucÃ©",EDUC 539
5077,FRSL,207D2,004,Lecture,Elementary French 01.,MW,01:05 pm-02:25 pm,"Guillaume   Gachet , Alida   SoucÃ©",FERR 456
5078,FRSL,207D2,005,Lecture,Elementary French 01.,TR,08:35 am-09:55 am,Alida   SoucÃ©,FERR 408
2777,FRSL,208,001,Lecture,Intensive Elementary French.,TR,08:35 am-11:25 am,Dolly   Abi Mansour,SH680 355
2778,FRSL,208,002,Lecture,Intensive Elementary French.,MW,11:35 am-02:25 pm,"Chama   Laassassy , Dolly   Abi Mansour",EDUC 431
2779,FRSL,210,001,Lecture,FranÃ§ais oral intermÃ©diaire 1 : santÃ© et services sociaux.,W,05:35 pm-08:25 pm,Ariel Sebastian  Mercado Lopez,FERR 456
5079,FRSL,211D2,001,Lecture,Oral and Written French 1.,MW,11:35 am-12:55 pm,Samantha Cecilia  Damay,FERR 456
5080,FRSL,211D2,002,Lecture,Oral and Written French 1.,TR,08:35 am-09:55 am,TBA,TBA
5081,FRSL,211D2,003,Lecture,Oral and Written French 1.,TR,08:35 am-09:55 am,"Chantal Anne  Creck , Samantha Cecilia  Damay",SH680 361
5082,FRSL,211D2,004,Lecture,Oral and Written French 1.,TR,01:05 pm-02:25 pm,"Chantal Anne  Creck , Samantha Cecilia  Damay",LEA 210
5083,FRSL,211D2,005,Lecture,Oral and Written French 1.,MW,02:35 pm-03:55 pm,"Guillaume   Gachet , Samantha Cecilia  Damay",FERR 456
2780,FRSL,215,001,Lecture,Oral and Written French 1 - Intensive.,TR,11:35 am-02:25 pm,Narimane Chawki Maurice Mlle Wanis,SH680 361
2781,FRSL,215,002,Lecture,Oral and Written French 1 - Intensive.,MW,08:35 am-11:25 am,Narimane Chawki Maurice Mlle Wanis,LEA 14
2782,FRSL,303,001,Lecture,Listening Comprehension and Oral Expression 2.,MW,02:35 pm-03:55 pm,Laura  Mme Bourrel,SH680 395
5084,FRSL,321D2,001,Lecture,Oral and Written French 2.,MW,08:35 am-09:55 am,TBA,TBA
5085,FRSL,321D2,002,Lecture,Oral and Written French 2.,MW,01:05 pm-02:25 pm,"Marie-Josee   Fortin , Natallia   Liakina , Julie Charlotte Mme SÃ©nat",WONG 1050
5086,FRSL,321D2,003,Lecture,Oral and Written French 2.,TR,02:35 pm-03:55 pm,"Marie-Josee   Fortin , Natallia   Liakina , Julie Charlotte Mme SÃ©nat",SH680 361
5087,FRSL,321D2,004,Lecture,Oral and Written French 2.,MW,02:35 pm-03:55 pm,"Julie Charlotte Mme SÃ©nat , Natallia   Liakina",LEA 210
5088,FRSL,321D2,005,Lecture,Oral and Written French 2.,TR,08:35 am-09:55 am,"Marie-Philip  Mlle Mathieu , Natallia   Liakina , Julie Charlotte Mme SÃ©nat",SH680 395
2783,FRSL,325,001,Lecture,Oral and Written French 2 - Intensive.,MW,11:35 am-02:25 pm,"Natallia   Liakina , Julie Charlotte Mme SÃ©nat",FERR 408
2784,FRSL,325,002,Lecture,Oral and Written French 2 - Intensive.,TR,08:35 am-11:25 am,"Julie Charlotte Mme SÃ©nat , Natallia   Liakina",FERR 456
2785,FRSL,330,001,Lecture,FranÃ§ais Ã©crit en contexte 2: santÃ© et services sociaux.,T,05:35 pm-08:25 pm,Ariel Sebastian  Mercado Lopez,FERR 456
2786,FRSL,333,001,Lecture,Intermediate French: Grammar 02.,TR,10:05 am-11:25 am,"Narimane Chawki Maurice Mlle Wanis , Alida   SoucÃ©",SH680 361
2787,FRSL,408,001,Lecture,FranÃ§ais oral: Textes et expressions.,TR,01:05 pm-02:25 pm,Dolly   Abi Mansour,FERR 456
2788,FRSL,431,005,Lecture,FranÃ§ais fonctionnel avancÃ©.,MW,11:35 am-02:25 pm,Ã‰lisabeth   Veilleux,SH680 361
5089,FRSL,431D2,001,Lecture,FranÃ§ais fonctionnel avancÃ©.,MW,10:05 am-11:25 am,Samantha Cecilia  Damay,FERR 408
5090,FRSL,431D2,002,Lecture,FranÃ§ais fonctionnel avancÃ©.,TR,02:35 pm-03:55 pm,Samantha Cecilia  Damay,FERR 408
5091,FRSL,431D2,003,Lecture,FranÃ§ais fonctionnel avancÃ©.,TR,10:05 am-11:25 am,Samantha Cecilia  Damay,FERR 408
2789,FRSL,446,001,Lecture,"FranÃ§ais fonctionnel, Ã©crit 2.",TR,01:05 pm-02:25 pm,"ClÃ©o FranÃ§oise  Mathieu , Marion   Vergues",LEA 617
2790,FRSL,449,001,Lecture,Le franÃ§ais des mÃ©dias.,MW,08:35 am-09:55 am,Ã‰lisabeth   Veilleux,SH680 355
2791,FRSL,455,001,Lecture,Grammaire et crÃ©ation.,TR,02:35 pm-03:55 pm,"ClÃ©o FranÃ§oise  Mathieu , Julie Charlotte Mme SÃ©nat",FERR 456
2794,FSCI,500,001,Lecture,Science Communication and Outreach.,W,02:35 pm-05:25 pm,Diane Yvonne  Dechief,EDUC 627
7229,GEOG,202,001,Lecture,Statistics and Spatial Analysis.,F,11:35 am-02:25 pm,Mallik  Dr Mahmud,BURN 306
7230,GEOG,202,002,Laboratory,Statistics and Spatial Analysis.,W,02:35 pm-05:25 pm,Mallik  Dr Mahmud,BURN 511
2795,GEOG,205,001,Lecture,"Global Change: Past, Present and Future.",TR,08:35 am-09:55 am,Gail L   Chmura,SADB M-1
2796,GEOG,217,001,Lecture,Cities in the Modern World.,WF,10:05 am-11:25 am,"Benjamin   Forest , Sarah   Moser",ENGMC 204
2797,GEOG,272,001,Lecture,Earth's Changing Surface.,MW,02:35 pm-03:55 pm,Mette   Bendixen,ENGTR 0100
2799,GEOG,303,001,Lecture,Health Geography.,TR,08:35 am-09:55 am,Mylene   Riva,ENGMD 280
